timestamp,status,confidence,typing_speed,avg_hold_time,avg_flight_time,mouse_speed,total_clicks,alert
2026-08-03 17:14:28,Authenticated ✓,0.81,0.0,0.0,0.0,820.6546,0,False
2026-08-03 17:14:58,Low Confidence - Monitoring,0.76,0.0,0.0,0.0,797.294,0,False
2026-08-03 17:15:08,Authenticated ✓,0.81,0.0,0.0,0.0,331.1038,0,False
2026-08-03 17:15:18,Authenticated ✓,0.81,0.0,0.0,0.0,457.3621,0,False
2026-08-03 17:15:28,Authenticated ✓,0.81,0.0,0.0,0.0,859.1139,0,False
2026-08-03 17:15:39,Authenticated ✓,0.8933,0.0,0.0,0.0,1128.6575,1,False
2026-08-03 17:15:49,Authenticated ✓,0.8833,0.0,0.0,0.0,1346.5205,3,False
2026-08-03 17:15:59,Authenticated ✓,0.89,9.7028,390.91312885284424,0.0,771.1175,8,False
2026-08-03 17:16:09,Authenticated ✓,0.9033,0.0,0.0,0.0,691.1492,1,False
2026-08-03 17:16:19,Authenticated ✓,0.9633,0.8521,523.6523946126302,2522.958219051361,770.1352,5,False
2026-08-03 17:16:29,Authenticated ✓,0.96,1.6887,296.8965371449788,1455.1880359649658,971.2737,3,False
2026-08-03 17:16:39,Authenticated ✓,0.91,3.5991,380.855917930603,299.92640018463135,652.4792,7,False
2026-08-03 17:16:49,Authenticated ✓,0.96,1.4357,330.90271949768066,1199.9255021413167,1010.1192,2,False
2026-08-03 17:16:59,Authenticated ✓,0.9033,0.0,0.0,0.0,752.9499,1,False
2026-08-03 17:17:09,Authenticated ✓,0.9533,1.0787,447.1600651741028,2765.7692432403564,736.0749,8,False
2026-08-03 17:17:19,Authenticated ✓,0.92,2.0165,351.9414961338043,1213.597297668457,1289.9918,1,False
2026-08-03 17:17:29,Authenticated ✓,0.8933,0.0,0.0,0.0,1280.4891,2,False
2026-08-03 17:17:39,Authenticated ✓,0.96,1.44,372.0499873161316,3301.848888397217,1180.5691,10,False
2026-08-03 17:17:49,Authenticated ✓,0.94,9.5675,289.0889644622803,616.8278455734253,1247.4613,2,False
2026-08-03 17:17:59,Authenticated ✓,0.89,9.8274,333.59217643737793,0.0,1369.5602,4,False
2026-08-03 17:18:09,Authenticated ✓,0.96,1.7382,495.6422448158264,1270.2103853225708,1352.0707,4,False
2026-08-03 17:18:19,Authenticated ✓,0.9533,0.8455,314.77224826812744,3125.043034553528,1106.9395,8,False
2026-08-03 17:18:29,Authenticated ✓,0.9333,0.0,0.0,0.0,1304.5727,4,False
2026-08-03 17:18:39,Authenticated ✓,0.8933,0.0,0.0,0.0,1243.1892,2,False
2026-08-03 17:18:49,Authenticated ✓,0.84,3.3621,116.05904020112136,191.01039294538828,0.0,0,False
2026-08-03 17:18:59,Authenticated ✓,0.8,14.7608,370.1258897781372,0.0,1748.1038,0,False
2026-08-03 17:19:09,Authenticated ✓,0.81,0.0,0.0,0.0,731.2709,0,False
2026-08-03 17:19:19,Authenticated ✓,0.9033,0.0,0.0,0.0,416.5184,1,False
2026-08-03 17:19:29,Authenticated ✓,0.9733,1.3032,186.90077463785806,1258.7017362768,844.8228,5,False
2026-08-03 17:19:39,Authenticated ✓,0.84,3.0288,108.99314880371094,296.53894901275635,815.6742,0,False
2026-08-03 17:19:50,Authenticated ✓,0.92,7.8836,74.90650812784831,115.92733860015869,727.808,2,False
2026-08-03 17:20:00,Authenticated ✓,0.87,2.1474,127.21531207744891,376.7433961232503,0.0,0,False
2026-08-03 17:20:10,Authenticated ✓,0.89,1.5266,114.15948867797852,606.3908576965332,0.0,0,False
2026-08-03 17:20:20,Authenticated ✓,0.83,3.0376,108.87639224529266,491.8855130672455,0.0,0,False
2026-08-03 17:20:30,Authenticated ✓,0.83,3.383,99.86511298588344,218.69846490713266,0.0,0,False
2026-08-03 17:20:40,Authenticated ✓,0.86,2.5377,101.76265239715576,323.56909188357264,0.0,0,False
2026-08-03 17:20:50,Authenticated ✓,0.83,2.3359,97.7762672636244,355.7409258449779,0.0,0,False
2026-08-03 17:21:00,Authenticated ✓,0.83,3.0736,93.1006908416748,245.2810009320577,0.0,0,False
2026-08-03 17:21:10,Authenticated ✓,0.86,2.8842,104.8934777577718,273.4534570149013,0.0,0,False
2026-08-03 17:21:20,Authenticated ✓,0.83,2.433,103.86544466018677,325.12487535891324,0.0,0,False
2026-08-03 17:21:30,Authenticated ✓,0.81,0.6849,204.03003692626953,2597.6402759552,0.0,0,False
2026-08-03 17:21:50,Authenticated ✓,0.8733,1.2244,535.2343320846558,2181.294322013855,1427.7766,2,False
2026-08-03 17:22:00,Authenticated ✓,0.9033,0.0,0.0,0.0,1354.2038,4,False
2026-08-03 17:22:10,Authenticated ✓,0.89,9.5043,357.0060729980469,0.0,1176.5465,2,False
2026-08-03 17:22:40,Authenticated ✓,0.81,0.0,0.0,0.0,634.4351,0,False
2026-08-03 17:22:50,Authenticated ✓,0.81,0.0,0.0,0.0,651.2131,0,False
2026-08-03 17:23:00,Authenticated ✓,0.81,0.0,0.0,0.0,643.4262,0,False
2026-08-03 17:23:10,Authenticated ✓,0.9,4.5656,513.0224227905273,0.0,1358.8083,4,False
2026-08-03 17:23:20,Authenticated ✓,0.96,1.3888,324.2368221282959,1321.3047981262207,997.4284,8,False
2026-08-03 17:23:30,Authenticated ✓,0.92,4.9586,304.5334815979004,1166.3712978363037,1324.4138,4,False
2026-08-03 17:23:40,Authenticated ✓,0.93,2.7378,378.79258394241333,507.91247685750324,1131.1159,4,False
2026-08-03 17:23:50,Authenticated ✓,0.9433,1.3081,333.6029648780823,2360.2174520492554,1647.6669,2,False
2026-08-03 17:24:00,Authenticated ✓,0.8,11.6484,367.4182891845703,0.0,1062.9992,0,False
2026-08-03 17:24:10,Authenticated ✓,0.8933,0.0,0.0,0.0,1602.5753,2,False
2026-08-03 17:24:20,Authenticated ✓,0.9033,0.0,0.0,0.0,701.4701,4,False
2026-08-03 17:24:31,Authenticated ✓,0.93,5.7252,883.8500785827637,1000.8233123355442,1452.12,2,False
2026-08-03 17:24:41,Authenticated ✓,0.8983,0.0,0.0,0.0,1594.5493,4,False
2026-08-03 17:24:51,Authenticated ✓,0.945,2.7655,332.8453540802002,470.358928044637,1772.7609,2,False
2026-08-03 17:25:01,Authenticated ✓,0.8933,0.0,0.0,0.0,1659.0205,4,False
2026-08-03 17:25:11,Authenticated ✓,0.8833,0.0,0.0,0.0,3054.8686,1,False
2026-08-03 17:25:21,Authenticated ✓,0.9533,1.0665,431.870698928833,2048.5711097717285,1128.8806,5,False
2026-08-03 17:25:31,Authenticated ✓,0.9533,0.9416,553.3957481384277,1938.4903113047283,1458.0953,4,False
2026-08-03 17:25:41,Authenticated ✓,0.81,0.0,0.0,0.0,948.0263,0,False
2026-08-03 17:25:51,Authenticated ✓,0.8983,0.0,0.0,0.0,1193.9091,2,False
2026-08-03 17:26:01,Authenticated ✓,0.92,9.6967,467.93079376220703,0.0,767.2364,2,False
2026-08-03 17:26:11,Authenticated ✓,0.89,6.2587,434.64910984039307,0.0,781.9867,4,False
2026-08-03 17:26:21,Authenticated ✓,0.88,5.2953,579.1608095169067,0.0,676.7163,6,False
2026-08-03 17:26:31,Authenticated ✓,0.89,6.2178,408.8314880024303,652.565598487854,454.7745,2,False
2026-08-03 17:26:41,Authenticated ✓,0.99,1.94,703.1914949417114,2228.6407152811685,842.3923,4,False
2026-08-03 17:26:51,Authenticated ✓,0.96,1.5407,418.3292124006483,1393.5856024424236,814.2369,4,False
2026-08-03 17:27:01,Low Confidence - Monitoring,0.78,0.0,0.0,0.0,1417.7217,0,False
2026-08-03 17:27:11,Authenticated ✓,0.84,2.1266,505.3373336791992,818.8203970591227,1350.904,0,False
2026-08-03 17:27:21,Authenticated ✓,0.8933,0.0,0.0,0.0,961.9516,4,False
2026-08-03 17:32:18,Authenticated ✓,0.89,17.862,1347.669922678094,568.0548350016276,516.7035,2,False
2026-08-03 17:32:28,Authenticated ✓,0.91,5.2123,391.74675941467285,979.7101020812988,709.9099,6,False
2026-08-03 17:32:38,Authenticated ✓,0.91,4.6332,120.9607720375061,133.6040496826172,353.5854,2,False
2026-08-03 17:34:39,Low Confidence - Monitoring,0.75,0.0,0.0,0.0,450.555,0,False
2026-08-03 17:34:49,Authenticated ✓,0.91,3.3834,184.13696505806664,618.3734238147736,332.7372,2,False
2026-08-03 17:34:59,Authenticated ✓,0.94,19.0616,330.3133249282837,0.0,885.4235,4,False
2026-08-03 17:35:09,Authenticated ✓,0.81,0.0,0.0,0.0,956.6127,0,False
2026-08-03 18:08:48,Authenticated ✓,0.81,0.0,0.0,0.0,40.0038,0,False
2026-08-03 18:09:08,Low Confidence - Monitoring,0.7933,0.0,0.0,0.0,3320.8718,2,False
2026-08-03 18:09:28,Authenticated ✓,0.92,4.1708,124.09549951553345,899.0137279033661,704.6424,2,False
2026-08-03 18:09:38,Authenticated ✓,0.9333,1.3059,87.80417442321777,765.5347453223335,368.4407,4,False
2026-08-03 18:09:49,Authenticated ✓,0.9033,0.0,0.0,0.0,461.61,4,False
2026-08-03 18:09:59,Authenticated ✓,0.9033,0.0,0.0,0.0,724.3672,6,False
2026-08-03 18:10:09,Authenticated ✓,0.91,5.1124,150.96250176429749,75.83413805280414,423.1532,4,False
2026-08-03 18:10:19,Authenticated ✓,0.92,4.0465,91.17873509724934,201.2044906616211,793.5356,4,False
2026-08-03 18:10:29,Authenticated ✓,0.8933,0.0,0.0,0.0,1147.5126,2,False
2026-08-03 18:10:39,Authenticated ✓,0.81,0.0,0.0,0.0,720.0585,0,False
2026-08-03 18:10:49,Authenticated ✓,0.84,22.7263,496.99733406305313,0.0,757.2913,0,False
2026-08-03 18:10:59,Authenticated ✓,0.82,3.0406,193.67117630807977,4782.500505447388,0.0,0,False
2026-08-03 18:11:09,Low Confidence - Monitoring,0.73,8.6444,410.4520082473755,0.0,1049.0959,0,False
2026-08-03 18:11:19,Authenticated ✓,0.8933,0.0,0.0,0.0,959.4972,4,False
2026-08-03 18:11:29,Authenticated ✓,0.9033,0.0,0.0,0.0,1007.1286,2,False
2026-08-03 18:14:17,Authenticated ✓,0.9,19.6341,1622.30928518154,1474.0815162658691,466.6237,2,False
2026-08-03 18:14:27,Low Confidence - Monitoring,0.82,5.0607,1039.6746397018433,5894.479036331177,1640.8424,0,False
2026-08-03 18:14:37,Authenticated ✓,0.93,4.5464,573.8089323043823,1112.5481128692627,1370.9928,4,False
2026-08-03 18:14:47,Low Confidence - Monitoring,0.8933,0.0,0.0,0.0,1317.5222,2,False
2026-08-03 18:14:57,Low Confidence - Monitoring,0.8933,0.0,0.0,0.0,2469.6473,2,True
2026-08-03 18:15:07,Low Confidence - Monitoring,0.86,1.1801,674.1966247558594,1623.7698396046956,1368.6586,0,True
2026-08-03 18:15:17,Authenticated ✓,0.97,1.5134,273.8693952560425,522.9682445526123,819.0288,2,False
2026-08-03 18:15:27,Authenticated ✓,0.95,1.5786,186.45019001430936,521.640419960022,509.0331,2,False
2026-08-03 18:15:37,Low Confidence - Monitoring,0.81,0.0,0.0,0.0,1284.6258,0,False
2026-08-03 18:15:47,Low Confidence - Monitoring,0.75,0.0,0.0,0.0,436.2017,0,True
2026-08-03 18:15:57,Low Confidence - Monitoring,0.81,0.0,0.0,0.0,771.5329,0,True
2026-08-03 18:16:07,Authenticated ✓,0.9033,0.0,0.0,0.0,942.7154,2,False
2026-08-03 18:25:52,Authenticated ✓,0.9,23.9073,0.0,0.0,488.6771,1,False
2026-08-03 18:25:57,Low Confidence - Monitoring,0.88,35.424,265.86311003741093,0.0,294.8235,3,True
2026-08-03 18:26:02,Low Confidence - Monitoring,0.89,24.9915,686.9861814710829,0.0,310.9272,2,True
2026-08-03 18:26:07,Low Confidence - Monitoring,0.78,6.9259,303.4254312515259,0.0,178.5632,0,True
2026-08-03 18:26:12,Authenticated ✓,0.9033,0.0,0.0,0.0,662.3027,2,False
2026-08-03 18:26:17,Low Confidence - Monitoring,0.8933,0.0,0.0,0.0,1121.1991,4,True
2026-08-03 18:26:23,Low Confidence - Monitoring,0.85,1.7842,296.8275547027588,1172.7986335754395,669.1241,0,True
2026-08-03 18:26:38,Low Confidence - Monitoring,0.81,0.0,0.0,0.0,748.4763,0,True
2026-08-03 18:26:43,Low Confidence - Monitoring,0.81,0.0,0.0,0.0,861.7482,0,True
2026-08-03 18:26:53,Low Confidence - Monitoring,0.8933,0.0,0.0,0.0,1263.3582,1,True
2026-08-03 18:26:58,Authenticated ✓,0.9033,0.0,0.0,0.0,791.9044,1,False
2026-08-03 18:27:08,Low Confidence - Monitoring,0.81,0.0,0.0,0.0,327.3469,0,True
2026-08-05 14:41:38,Low Confidence - Monitoring,0.8933,0.0,0.0,0.0,662.628,1,True
2026-08-05 14:43:02,Authenticated ✓,0.9033,0.0,0.0,0.0,533.0198,2,False
2026-08-05 14:43:07,Low Confidence - Monitoring,0.89,18.2594,292.59751902686224,0.0,590.5745,2,True
2026-08-05 14:43:13,Authenticated ✓,0.9033,0.0,0.0,0.0,323.9772,2,False
2026-08-05 14:43:18,Authenticated ✓,0.9,4.0577,108.2296371459961,180.6619507925851,227.2034,2,False
2026-08-05 14:43:23,Authenticated ✓,0.9,3.258,75.26886463165283,292.9210662841797,560.1578,2,False
2026-08-05 14:43:28,Authenticated ✓,0.9033,0.0,0.0,0.0,350.1804,4,False
2026-08-05 14:43:38,Low Confidence - Monitoring,0.81,0.0,0.0,0.0,1219.6258,0,True
2026-08-05 14:43:48,Low Confidence - Monitoring,0.8933,0.0,0.0,0.0,999.8567,1,True
2026-08-05 14:43:53,Low Confidence - Monitoring,0.8933,0.0,0.0,0.0,940.1858,1,True
2026-08-05 14:44:03,Low Confidence - Monitoring,0.81,0.0,0.0,0.0,739.3219,0,True
2026-08-05 14:44:08,Low Confidence - Monitoring,0.81,0.0,0.0,0.0,474.039,0,True
2026-08-05 14:44:18,Low Confidence - Monitoring,0.83,3.2146,89.16157942551833,268.27361186345416,0.0,0,True
2026-08-05 14:44:23,Low Confidence - Monitoring,0.83,4.548,102.65911709178577,153.18196160452706,0.0,0,True
2026-08-05 14:44:28,Low Confidence - Monitoring,0.84,4.2405,122.90494782584054,133.01278352737427,0.0,0,True
2026-08-05 14:44:33,Low Confidence - Monitoring,0.82,0.4414,175.08268356323242,4388.639450073242,0.0,0,True
2026-08-05 14:44:38,Low Confidence - Monitoring,0.84,2.1246,188.30628395080566,340.513096915351,0.0,0,True
2026-08-05 14:44:43,Low Confidence - Monitoring,0.83,1.6156,186.41400337219238,1055.931568145752,0.0,0,True
2026-08-05 14:44:48,Low Confidence - Monitoring,0.84,2.1156,184.21108382088798,355.9824057987758,0.0,0,True
2026-08-05 14:44:53,Low Confidence - Monitoring,0.84,2.8566,138.4618083635966,259.12759854243353,0.0,0,True
2026-08-05 14:44:58,Low Confidence - Monitoring,0.84,2.8252,119.71550721388597,272.0275475428655,0.0,0,True
2026-08-05 14:45:03,Low Confidence - Monitoring,0.83,4.3211,110.35703477405366,129.9088716506958,0.0,0,True
2026-08-05 14:45:09,Low Confidence - Monitoring,0.8,8.8097,67.3973560333252,151.45540237426758,0.0,0,True
2026-08-05 14:45:14,Low Confidence - Monitoring,0.83,4.4757,108.7488333384196,226.55797004699707,0.0,0,True
2026-08-05 14:45:19,Low Confidence - Monitoring,0.75,0.0,0.0,0.0,460.0643,0,True
2026-08-05 14:46:09,Low Confidence - Monitoring,0.78,9.5304,316.93804264068604,0.0,0.0,0,True
2026-08-05 14:46:14,Low Confidence - Monitoring,0.8333,0.0,0.0,0.0,748.3002,2,True
2026-08-10 12:03:06,Low Confidence - Monitoring,0.81,0.0,0.0,0.0,810.911,0,True
2026-08-10 12:03:11,Low Confidence - Monitoring,0.81,0.0,0.0,0.0,208.2451,0,True
2026-08-10 12:03:16,Authenticated ✓,0.9,15.5814,0.0,0.0,196.5177,2,False
2026-08-10 12:03:21,Low Confidence - Monitoring,0.81,67.2595,25.033235549926758,0.0,959.5871,0,True
